CONST_VALUE,,"Hodnota konštanty"
SLIDER_LEFT,,"Ľavý ťah. ovl."
SLIDER_RIGHT,,"Pravý ťah. ovl."
TRIM_T1_LEFT,,"Trim pravý horiz. vľavo"
TRIM_T1_RIGHT,,"Trim pravý horiz. vpravo"
TRIM_T2_UP,,"Trim pravý vert. hore"
TRIM_T2_DOWN,,"Trim pravý vert. dole"
TRIM_T3_UP,,"Trim ľavý vert. hore"
TRIM_T3_DOWN,,"Trim ľavý vert. dole"
TRIM_T4_LEFT,,"Trim ľavý horiz. vľavo"
TRIM_T4_RIGHT,,"Trim ľavý hori. vpravo"
TRIM_T5_LEFT,,"Trim T5 vľavo"
TRIM_T5_RIGHT,,"Trim T5 vpravo"
TRIM_T6_LEFT,,"Trim T6 vľavo"
TRIM_T6_RIGHT,,"Trim T6 vpravo"
TRIM_T5_DOWN,,"Trim T5 dole"
TRIM_T5_UP,,"Trim T5 hore"
TRIM_T6_DOWN,,"Trim T6 dole"
TRIM_T6_UP,,"Trim T6 hore"
DIFFERENTIAL,,"Diferenciál"
SLOW,,"Pomaly"
MULTIPLY,,"Násobič"
WEIGHT_UP,,"Váha hore"
WEIGHT_DOWN,,"Váha dole"
OUTPUT,,"Výstup"
CLOSE,,"Zavrieť"
FLASHING,,"Zápis..."
RESET_DEVICE,,"Reset zariadenia..."
LOW_BATTERY,,"Nízky stav batérie rádia!"
VOLTAGE_CALIBRATION,,"Kalibrácia napätia"
STARTING_MODEL_WIZARD,,"Spúšťanie sprievodcu modelu..."
RADIO_DATA_LOAD,,"Dáta rádia nahrané"
DEFAULT_SYSTEM_SETTINGS_RESTORED,,"Obnovenie továrenského nastavenia systému."
FLIGHT_MODE_SHORT,,"Krátky letový režim"
DRIVE_MODE_SHORT,,"DM"
PREFLIGHT_WARNING,,"Predletová výstraha"
NEW_MODEL,,"Nový model"
STARTING_CALIBRATION,,"Spúšťam kalibráciu..."
NO_SD_CARD_WARNING,,"Varovanie žiadna SD karta"
ADD_CURVE_ERROR,,"Pridanie krivky zlyhalo!"
STEP,,"Krok"
AILERON,,"Krídelko"
ELEVON,,"Výškovka"
SPACE_WITH_CHANNEL,,"Kanál"
QUESTION_SWAP_SSS_AND_SSS_CHANNELS_SETTINGS,,"Chcete zameniť nastavenia kanálov %s a %s?"
INPUT,,"Vstup"
ELE_TO_AIL,,"Výškovka → Krídelka"
THR_CURVE,,"Krivka plynu"
PITCH_CURVE,,"Krivka klopenia"
THROTTLE_CUT,,"Zhasnutie motora"
AIL_TO_RUD,,"Krídelka → smerovka"
ELE_TO_CAMBER,,"Výškovka → Camber"
RUD_TO_AIL,,"Smerovka → Krídelká"
RUD_TO_ELE,,"Smerovka → Výškovka"
AIL_TO_FLAPS,,"Krídelká → Klapky"
FLAPS_TO_ELE,,"Klapky → Výškovka"
FREE_MIX,,"Voľný mix"
SNAP_ROLL,,"Výkrut"
TEST_MIX,,"Testovací mix"
DELAY_UP,,"Oneskorenie hore"
DELAY_MID,,"Oneskorenie stred"
DELAY_DOWN,,"Oneskorenie dole"
NO_DELAY,,"Žiadne oneskorenie"
V_TAIL,,"Motýlik"
DATA_REFUSED,,"Dáta zamietnuté"
DEVICE_NOT_RESPONDING,,"Zariadenie neodpovedá"
NO_OUTPUT,,"Žiadny výstup"
WEIGHT_RATES,,"Váha / Pomer"
OTHERWISE,,"Inak"
AUTO,,"Auto"
TRIM_STEP_FINE,,"Trim krok jemný"
TRIM_STEP_COARSE,,"Trim krok hrubý"
TRIM_STEP_EXPONENTIAL,,"Trim krok exponenciálny"
TRIM_STEP_EXTRA_FINE,,"Trim krok extra jemný"
TRIM_STEP_MEDIUM,,"Trim krok stredný"
TRIM_STEP_CUSTOM,,"Vlastný"
SCREENSHOT,,"Obrazovka"
SILENT,,"Tichý"
ALARMS_ONLY,,"Len alarmy"
OFTEN,,"Často"
ALWAYS,,"Vždy"
NEVER,,"Nikdy"
WHEN_TELEMETRY_STREAMING,,"Pri streamovaní telemetrie"
VOICE1,,"Hlas 1 (Hlavný)"
VOICE2,,"Hlas 2"
VOICE3,,"Hlas 3"
NEGATIVE,,"Negatívne"
POSITIVE,,"Pozitívne"
THROTTLE_HOLD,,"Držanie plynu"
TRIGGER_VALUE,,"Hraničná hodnota"
IDLE_OUTPUT_VALUE,,"Hodnota voľnobehu"
LOW_POSITION_TRIM,,"Trim nízkeho plynu"
AND,,"A"
OR,,"Alebo"
XOR,,"XOR"
SENSORS,,"Senzory"
RECEIVERS,,"Prijímače"
SERVOS,,"Servá"
FLIGHT_SAFETY,,"Bezpečnosť"
VARIOMETER,,"Výškomer"
ALARMS,,"Alarmy"
SENSOR,,"Senzor"
RX_BATT,,"Rx batéria"
RX_CURRENT,,"Rx prúd"
ALTITUDE,,"Výška"
VSPEED,,"Vertikálna rýchlosť"
SELECT_LANGUAGE,,"Výber jazyka"
ONCE,,"Raz"
FLIGHT_DATA,,"Letové údaje"
ALL_TIMERS,,"Všetky stopky"
WHOLE_TELEMETRY,,"Celá telemetria"
REPEAT,,"Opakovať"
WAV_FILE,,"Súbor wav"
BUTTERFLY,,"Motýlik"
CAMBER,,"Camber"
PITCH_TO_RUD,,"Klopenie → Smerovka"
MISSING_BASIC_MIX,,"Chýba základný mix"
MISSING_ENOUGH_CHANNEL,,"Nie je dostatok kanálov k dispozícii"
NOT_SUITABLE_FOR_THIS_MODEL,,"Tento mix nie je vhodný pre Váš model"
THR_TO_ELE,,"Plyn → Výškovka"
THR_TO_RUD,,"Plyn → Smerovka"
TEMPERATURE,,"Teplota"
DATA_RATE,,"Rýchlosť prenosu dát"
GPS,,"GPS"
GAS_SUITE,,"Nastavenie plynu"
FLOW_RESET,,"Reset prietoku"
CDI_OFF_SPEED_LIMIT,,"Limit rýchlosti pre vypnutie CDI"
FLOW_PULSE,,"Pulz prietoku"
AUTO_RESET,,"Auto reset"
RESET_RESIDUAL_VOLUME,,"Reset zbytkového objemu"
RESET_MAX_FLOW,,"Reset maximálneho prietoku"
RESET_AVERAGE_FLOW,,"Reset priemerného prietoku"
VOLUME_ALARM,,"Alarm objemu"
MAX_FLOW_ALARM,,"Alarm maximálneho prietoku"
OVER_SPEED_ALARM,,"Alarm vysokej rýchlosti"
FLOW_TRIGGER,,"Spúšť prietoku"
FACTORY_SETTING,,"Továrenské nastavenie"
OVER_TEMP1_ALARM,,"Alarm vysokej teploty 1"
OVER_TEMP2_ALARM,,"Alarm vysokej teploty 2"
TEMPERATURE_UNIT,,"Jednotka teploty"
AUTO_SAVE,,"Auto ukladanie"
GPS_POSITION_DATA_RATE,,"Rýchlosť dát pozice GPS"
GPS_ALTITUDE_DATA_RATE,,"Rýchlosť dát výšky GPS"
GPS_SPEED_DATA_RATE,,"Rýchlosť dát rýchlosti GPS"
GPS_COURSE_DATA_RATE,,"Rýchlosť dát kurzu GPS"
GPS_TIME_DATA_RATE,,"Rýchlosť dát času GPS"
EW,,"EW"
NS,,"NS"
DEFAULT_FLIGHT_MODE,,"Východzí letový režim"
DEFAULT_DRIVE_MODE,,"Default drive mode"
SKIP_ON_STARTUP,,"Preskočiť pri štarte"
LOW_VALUE_WARNING,,"Alarm nízke hodnoty"
CRITICAL_VALUE,,"Alarm kritické hodnoty"
UPGRADE_MODULE,,"Aktualizácia modulu"
AUTHENTICATION_FAILURE,,"Autentifikácia zlyhala"
MODULE_NEEDS_UPGRADE,,"Modul potrebuje aktualizáciu"
CLEAR,,"Vymazať"
MIX_SWITCH_DESCRIPTION,,"Zvoľte prepínač k aktivácii/deaktivácii mixu"
MIX_WEIGHT_DESCRIPTION,,"Násobič v % je aplikovaný na zdroj k určeniu výstupnej hodnoty mixu"
MIX_CURVE_DESCRIPTION,,"Zvoľte krivku pre mix"
MIX_DIFFERENTIAL_DESCRIPTION,,"Vyberte veľkosť rozdielového pohybu pre kanály"
MIX_OUTPUT_DESCRIPTION,,"Vyberte kanál ktorý má byť týmto mixom ovplyvnený"
MIX_INPUT_DESCRIPTION,,"Vyberte zdroj ovládania tohto mixu"
MIX_OPERATION_DESCRIPTION,,"Vyberte typ funkcie tohto mixu: Pridať Násobiť alebo Vymeniť"
MIX_REVERSE_DESCRIPTION,,"Otočiť smer ovládania"
MIX_OFFSET_DESCRIPTION,,"Vyberte veľkosť offsetu od stredu"
MIX_WEIGHTUP_DESCRIPTION,,"Vyberte rozsah pohybu hore"
MIX_WEIGHTDOWN_DESCRIPTION,,"Vyberte rozsah pohybu dole"
MIX_SPEEDUP_DESCRIPTION,,"Vyberte hodnotu zrýchlenia"
MIX_SPEEDDOWN_DESCRIPTION,,"Vyberte hodnotu spomalenia"
MIX_LOWPOSTRIM_DESCRIPTION,,"Trimovanie nízkeho rozsahu plynu"
HELI_PITCH,,"Kolektív"
HELI_GYRO,,"Gyro"
MISSING_THROTTLE,,"Váš model nemá žiadny plyn"
SIX_POSITIONS_SWITCH,,"6-POS prepínač"
GYRO_X_AXIS,,"Gyro os X"
GYRO_Y_AXIS,,"Gyro os Y"
GYRO_LEFT,,"Gyro vľavo"
GYRO_RIGHT,,"Gyro vpravo"
GYRO_UP,,"Gyro hore "
GYRO_DOWN,,"Gyro dole"
AILERON_LETTER,,"K"
RUDDER_LETTER,,"S"
ELEVATOR_LETTER,,"V"
THROTTLE_LETTER,,"P"
NOT,,"Nie"
STICKY,,"Páky"
EDGE,,"Hrana"
MIDDLE,,"Stred"
NO_CHECK,,"Bez kontroly"
CUSTOM,,"Vlastný"
HOLD,,"Držať"
NO_PULSES,,"Bez pulzov"
NOT_SET,,"Nenastavené"
NO_ENGINE,,"Bez motoru"
NO_FLAPS,,"Bez klapiek"
NO_RUDDERS,,"Bez smerovky"
NO_ELEVATORS,,"Bez výškovky"
NO_AILERONS,,"Bez krídelok"
CHANNELS_1,,"1 kanál"
CHANNELS_2,,"2 kanály"
CHANNELS_3,,"3 kanály"
CHANNELS_4,,"4 kanály"
BEEP,,"Beep"
IN_RANGE,,"V dosahu"
REPLACE,,"Nahradiť"
USE_A_SOURCE,,"Použiť zdroj"
CONVERT_TO_VALUE,,"Zmeniť na hodnotu"
SPECIAL,,"Špeciál"
MAXIMUM,,"Maximum"
MINIMUM,,"Minimum"
MOMENTARY,,"Momentový"
TWO_POS,,"2-Poz"
THREE_POS,,"3-Poz"
GYRO_CALIBRATION_PLACE_LEVEL,,"Položte rádio na roviny a po dokončení kliknite na Ďaľšie"
GYRO_CALIBRATION_LEFT,,"Naklonte rádio do ĽAVA a po dokončení kliknite na Ďaľšie"
GYRO_CALIBRATION_RIGHT,,"Naklonte rádio do PRAVA a po dokončení kliknite na Ďaľšie"
GYRO_CALIBRATION_NOSE_UP,,"Naklonte rádio HORE a po dokončení kliknite na Ďaľšie"
GYRO_CALIBRATION_NOSE_DOWN,,"Naklonte rádio DOLE a po dokončení kliknite na Ďaľšie"
DEFAULT,,"Východzia"
STRENGTH,,"Sila"
AM,,"AM"
PM,,"PM"
PLAY_VARIO,,"Spustiť vario"
RF_ALWAYS_OFF,,"Režim RF bude trvalo vypnutý."
STAB_FUNC,,"Funkcie stabilizácie"
RX_PROTOCOL,,"RX protokol"
NO_MAP,,"Bez mapovania"
DIRECTION,,"Smer"
CLOCKWISE,,"Dopredu"
ANTICLOCKWISE,,"Proti smeru HR"
PWM_PULSE_TYPE,,"Typ PWM pulzu"
BASIC_CONFIG,,"Základná konfigurácia"
RX1_MAP,,"RX1 Map"
RX2_MAP,,"RX2 Map"
RX3_MAP,,"RX3 Map"
ALL_FREQUENCY,,"Všetky frekvencie"
STICKS_NAME,,"Názvy pák"
CHANNELS_COUNT,,"Počet kanálov"
OUTPUTS_COUNT,,"Outputs count"
EXT,,"Externý"
INT,,"Interný"
PLACE_RECEIVER_LEVEL,,"Položte prijímač na rovinu."
PLACE_RECEIVER_LEVEL_REVERSE,,"Položte prijímač na rovinu vrchom."
PLACE_RECEIVER_LEFT,,"Položte prijímač na ľavú stranu."
PLACE_RECEIVER_RIGHT,,"Položte prijímač na pravú stranu."
PLACE_RECEIVER_FORWARD,,"Položte prijímač na prednú stranu."
PLACE_RECEIVER_BACKWARD,,"Položte prijímač na zadnú stranu."
ADD_A_NEW_WEIGHT,,"Pridať váhu"
ADD_A_NEW_CONDITION,,"+ Pridať novú podmienku"
ADD_A_NEW_CURVE,,"Pridať krivku"
AUDIO,,"Zvuk"
VOICE,,"Hlas"
PRIORITY,,"Priority"
VAR,,"Var"
VOLUME,,"Hlasitosť"
SAVE_TO_FLASH,,"Uložiť do pamäte"
SAVE_TO_FLASH_MESSAGE,,"Všetky nastavenia boli uložené do pamäte!"
TIMER_GENERATOR,,"Generátor časovača"
CONFIRM_CLEAR_CHANNEL_DDD_NAME,,"Kanál %d nie je použitý v žiadnom mixe.\nChcete vymazať názov?"
EDIT_SSS,,"Upraviť %s"
RESET_SSS,,"%s Reset"
OPTIONS_3DOTS,,"Možnosti..."
QUESTION_COPY_CHANNEL_NAME,,"Kánal nemá názov.Chcete skopírovať názov mixu do kanálu?"
FLY_BAR_LESS,,"Fly bar less"
WING_RUD_ELE_AIL,,"Klasické lietadlo"
WING_FLYING,,"Delta krídlo"
WING_VTAIL_AIL,,"Letadlo VTail"
LEVEL,,"Horizontálne"
LEVEL_REVERSED,,"Horizontálne vrch"
UPRIGHT,,"Vertikálne"
UPRIGHT_REVERSED,,"Vertikálne vrch"
WING_TYPE,,"Typ krídla"
MOUNTING_TYPE,,"Zpôsob inštalácie"
SXR_ENABLE,,"Zapnutie stabilizácie"
AIL_INVERTED,,"Invertované krídelko"
AIL2_INVERTED,,"Invertované krídelko 2"
ELE_INVERTED,,"Invertovaná výškovka"
ELE2_INVERTED,,"Invertovaná výškovka 2"
RUD_INVERTED,,"Invertovaný smer"
AUX1_ENABLE,,"Zapnutie AUX1"
AUX2_ENABLE,,"Zapnutie AUX2"
QUICK_MODE,,"Rýchly mód"
SELF_CHECK,,"Vlastná kontrola"
STAB_GAIN_OF_AIL,,"Zisk stabilizácie krídelok"
STAB_GAIN_OF_ELE,,"Zisk stabilizácie výškovky"
STAB_GAIN_OF_RUD,,"Zisk stabilizácie smerovky"
AUTO_LEVEL_GAIN_OF_AIL,,"Zisk krídelok → stabilizácia"
AUTO_LEVEL_GAIN_OF_ELE,,"Zisk výškovky → stabilizácia"
HOVER_GAIN_OF_ELE,,"Zisk výškovky → vysenie "
HOVER_GAIN_OF_RUD,,"Zisk smerovky → vysenie "
KNIFE_EDGE_GAIN_OF_AIL,,"Zisk krídelok → nožový let "
KNIFE_EDGE_GAIN_OF_RUD,,"Zisk smerovky → nožový let "
AUTO_LEVEL_OFFSET_OF_AIL,,"Offset automatického náklonu krídelok → stabilizácia"
AUTO_LEVEL_OFFSET_OF_ELE,,"Offset automatického náklonu výškovky → stabilizácia"
HOVER_OFFSET_ANGLE_OF_ELE,,"Offset automatického náklonu výškovky → vysenie "
HOVER_OFFSET_ANGLE_OF_RUD,,"Offset automatického náklonu smerovky → vysenie "
KNIFE_EDGE_OFFSET_OF_AIL,,"Offset automatického náklonu krídelok → nožový let "
KNIFE_EDGE_OFFSET_OF_RUD,,"Offset automatického náklonu smerovky → nožový let "
OUTPUT_VOLTAGE,,"Výstupné napätie"
LIPO_VOLTAGE,,"Napätie Lipo"
RB_10_20,,"RB 10/20"
ALTITUDE_DATA_RATE,,"Obnovovacia frekv. výšky"
VARIO_DATA_RATE,,"Obnovovacia frekv. Variometra"
CURRENT_DATA_RATE,,"Obnovovacia frekv. prúdu"
VOLTAGE_DATA_RATE,,"Obnonovcia frekv. napätia"
RPM,,"RPM"
POLES_COUNT,,"Počet pólov"
NEED_FIRMWARE_UPDATE,,"Nutnosť aktualizácie firmwéru"
SYSTEM_VALUE,,"Systémová hodnota"
GPS_CLOCK,,"Dátum Čas GPS"
RACING_MODE_ACTIVE,,"Aktivovaný závodný mód."
RACING_MODE_IS_UNSUPPORTED,,"Závodný mód nie je  podporovaný."
POTS_SLIDERS,,"Pot / Ťahové ovl."
STICKS_POTS_SLIDERS,,"Páky / Pot / Ťahové ovl."
WRITE_INTERVAL,,"Interval zápisu"
TX_BATT,,"TxBatt"
AVERAGE,,"Priemer"
TOTALIZE,,"Súhrn"
CELL,,"Článok"
CONSUMPTION,,"Spotreba"
DISTANCE,,"Vzdialenosť"
FALLING_EDGE_OF_SSS_BETWEEN_SSS_AND_SSS,,"↑↓Pulz %s medzi %s a %s"
RISING_EDGE_OF_SSS_DURING_SSS,,"↑Stúpanie hrany %s počas %s"
FALLING_EDGE_OF_SSS_DURING_SSS,,"↓Klesanie hrany %s počas %s"
FALLING_EDGE_OF_SSS,,"↓Klesanie hrany %s"
RISING_EDGE_OF_SSS,,"↑Stúpanie hrany %s"
STALL,,"Stall"
EDITABLE_SRV_DDD_CURR,,"SRV%d Prúd"
EDITABLE_SRV_DDD_VOLT,,"SRV%d Volt"
EDITABLE_SRV_DDD_TEMP,,"SRV%d Teplota"
CONDITION,,"Podmienka"
TIMER_LOGS,,"Záznamy časovača"
SAVE_TO_SD,,"Uložiť na SD"
CLEAR_LOGS,,"Vymazať záznamy"
TITLE,,"Názov"
LOWEST,,"Najnižší"
COUNT,,"Počet"
HIGHEST,,"Najvyšší"
BLADES,,"Listy"
MAINGEAR_TEETH,,"Zuby hlavného kolesa"
PINION_TEETH,,"Zuby pastorku"
GEAR,,"Prevodový pomer"
PROPELLER,,"Vrtuľa"
FLIGHT_VALUE,,"Letová hodnota"
CURRENT_FLIGHT_MODE,,"Aktuálna letová hodnota"
NO_DESTINATION,,"Bez cieľa"
ENT_LONG,,"ENT dlho"
RX_STILL_ON_TURN_OFF_TRANSMITTER,,"Prijímač je stále zapnutý vypnúť rádio?"
CONFIRM_RESET_SENSOR,,"Hodnota tohto senzoru bude resetovaná.Chcete pokračovať?"
LATITUDE,,"Zemepisná šírka"
LONGITUDE,,"Zemepisná dĺžka"
GPS_MAP,,"GPS Mapa"
MAP,,"Mapa"
INTERNAL_GPS,,"Interné GPS"
RAM_AVAILABLE,,"RAM available"
CLOCK,,"Hodiny"
TRIP,,"Cesta"
SYSTEM_EVENT,,"Systémová udalosť"
RSSI_LOW,,"Nízke RSSI"
TRAINER_ACTIVE,,"Trenér aktívny"
MULTIPLIER,,"Násobič"
VERTICAL,,"Vertikálny"
HORIZONTAL,,"Horizontálny"
TOTAL,,"Celkom"
CELLS,,"Články"
MULTI_LIPO,,"Multi LiPo"
LIPO,,"LiPo"
LINE_CHART,,"Čiarový graf"
LOG_PERIOD,,"Rýchlosť logovania"
RESUME,,"Obnoviť"
PAUSE,,"Pauza"
AUTO_RANGE,,"Automatický rozsah"
LOCK,,"Zámok"
Xx2POS,,"{HARDWARE_FUNCTION_SWITCHES} x 2-Poz"
XPOS_WITH_OFF,,"{HARDWARE_FUNCTION_SWITCHES}-Poz s vyp"
XPOS,,"{HARDWARE_FUNCTION_SWITCHES}-Poz"
2xXPOS,,"2 x {HARDWARE_FUNCTION_SWITCHES_PER_SIDE}-Poz"
GLOBAL,,"Globálny"
_2DOTS,,": "
SUMMARY,,"Sumár"
CONFIRM_STOP_USING_CURVE,,"Potvrďte ukončenie používania krivky"
CONFIRM_STOP_USING_RATE,,"Potvrďte ukončenie používania rozsahu"
PATTERN,,"Pole"
ROLL_ANGLE,,"Uhol otáčania"
PITCH_ANGLE,,"Uhol sklonu"
HYDRAULIC_PRESSURE,,"Hydraulický tlak"
IGNORE_TRAINER_INPUT,,"Nie je ovládané žiakom"
FULL_RANGE,,"Plný rozsah"
IGNORE_RANGE,,"Ignorovať rozsah"
HALF_RANGE,,"Polovičný rozsah"
LAST_POSITION,,"Posledná pozícia"
SLEEP_BRIGHTNESS,,"Jas počas spánku"
TOP_LCD_SLEEP,,"Spánok hornej obrazovky"
VIEW_PER_CHANNEL,,"Zobrazenie po kanáloch"
VIEW_TABLE,,"Tabuľkové zobrazenie"
GENERAL,,"Hlavné"
RX_STILL_ON_TURN_OFF_RF,,"Prijímač je stále pripojený. Chcete pokračovať?"
LOAD_ALL_FUNCTION_SWITCH_POSITIONS,,"Načítať polohy všetkých funkčných prepínačov"
CONFIRM_LOAD_ALL_FUNCTION_SWITCH_POSITIONS,,"Táto operácia prepíše pozície všetkých prepínačov na aktuálne. Chcete pokračovať?"
STORAGE_LOCATION,,"Umiestnenie úložiska"
RADIO,,"Rádio"
MODELS,,"Modely"
USER_BITMAPS,,"Užívateľské bitmapy"
SCRIPTS,,"Skripty"
LOGS,,"Záznamy"
SCREENSHOTS,,"Obrazovky"
PRESSURE,,"Tlak"
COLOR,,"Farba"
CONFIRM_CLEAR_CHANNELS_SSS_NAME,,"Nie sú žiadne mixy používajúce kanály %s. Chcete zmazať názvy týchto kanálov?"
CHANNEL_SBUS_VALUE_LIMIT_WARNING,,"Nová hodnota kanálov nie je kompatibilná s použitím SBUS/redundancy. Chcete pokračovať?"
VOLTAGE,,"Napätie"
SAVE_TO_FILE,,"Uložiť do súboru"
FLASH_VIDEO_COMPONENT,,"Zápis video komponentu"
RX_BAT_VOLTAGE,,"Napätie batérie RX"
RX_BAT_2_VOLTAGE,,"Napätie batérie RX 2"
EXT_ADC_VOLTAGE,,"Externé napätie ADC"
BOARD_CURRENT,,"Prúd dosky"
POWER_ON_RESET,,"Reset pri zapnutí"
PIN_RESET,,"Reset pinu"
WAKE_UP_RESET,,"Reset pri prebudení"
WATCHDOG_RESET,,"Watchdog Reset"
LOCKUP_RESET,,"Lockup Reset"
BROWN_DOWN_DET_RESET,,"Zistený reset zlyhanie napájania"
RX_RESET_CASE,,"Kedy resetovať RX"
OPERATION_ASSIGN,,"Priradiť (=)"
OPERATION_ADD,,"Pridať (+)"
OPERATION_SUBTRACT,,"Odobrať (-)"
OPERATION_MULTIPLY,,"Násobiť (*)"
OPERATION_DIVIDE,,"Deliť (/)"
SQRT,,"Odmocnina"
REPURPOSE,,"Znovu použiť trim"
SENSOR_CONFLICT_WARNING,,"Konflikt senzorov"
NIGHTLY_BUILD_NOT_FOR_FLYING,,"Neoficiálna verzia nevhodné k letu!"
READING_FILE,,"Čítam súbor ..."
NOT_ENOUGH_MEMORY,,"Nedostatok pamäte"
CLEAN_LOGS,,"Odstrániť záznamy"
CONFIRM_CLEAN_LOGS,,"Potvrďte odstránenie záznamov."
CLEANING_LOGS,,"Odstraňujem záznamy ..."
PAUSE_CONDITION,,"Pauza"
RESET_SETTINGS,,"Reset nastavení"
SWAP_CHANNELS,,"Zámena kanálov"
CONFIRM_RESET_SETTINGS,,"Potvrďte reset nastavení. Chcete pokračovať?"
COMPETITION_OPTION,,"Pretek (len RSSI a Batéria)"
CONFIRM_BLUETOOTH_USED_BY_SSS,,"Bluetooth teraz používa %s. Bude zastavené. Chcete pokračovať?"
BOTH_MODULES,,"Obidve moduly"
SPORT_CONNECTOR,,"S.Port konektor"
CONFIRM_SPORT_USED_BY_SSS,,"S.Port konektor práve používa %s. Chcete pokračovať?"
TRAINER_CABLE,,"Kábel učiteľ/žiak"
BLUETOOTH,,"Bluetooth"
ACTIVELOOK_GLASSES,,"Okuliare aktívne"
GLASSES,,"Okuliare"
LUA_TASKS,,"LUA úlohy"
LUA_SOURCES,,"LUA zdroje"
MISSING_SCRIPT_FILE,,"Chýba súbor skriptu"
BITMAP,,"Bitmapa"
BITMAP_TYPE,,"Typ bitmapy"
BITMAP_FILE,,"Súbor bitmapy"
FILE_PATH,,"Cesta k súboru"
TEXT,,"Text"
DOCUMENTS,,"Dokumenty"
USB_MODE_PRESELECTION,,"Predvoľba USB módu"
USB_MODE,,"USB mód"
JOYSTICK,,"Joystick"
SERIAL,,"Sériový"
SELECT_MODEL_AT_POWER_ON,,"Vybrať model po zapnutí"
LOAD_MODEL,,"Nahrať model"
TELEMETRY_ACTIVE,,"Telemetria aktívna"
FLIGHT_RESET,,"Reset letu"
TRIP_RESET,,"Reset jazdy"
THROTTLE_ACTIVE,,"Plyn aktívny"
COUNTING_SOURCE,,"Zdroj proporcionálního odpočtu"
SEND_FILE,,"Poslať súbor"
FILE_TRANSFER,,"Prenos súboru"
RECEIVE_FILE,,"Prijať súbor tu"
WAITING_FOR_CONNECTION,,"Čakám na spojenie"
CONNECTION_REFUSED,,"Spojenie prerušené"
WAITING_FOR_RECEIVER_CONFIRMATION,,"Čakám na potvrdenie príjimača..."
FILE_TRANSFER_FAILED,,"Prenos súboru zlyhal"
CONFIRM_RECEIVE_FILE_SSS_IN_FOLDER_SSS_SIZE_IS_SSS,,"Potvrďte prijatie súboru %s do adresára %s\nVeľkost súboru je %s"
CONFIRM_OVERWRITE_FILE_SSS_IN_FOLDER_SSS_SIZE_IS_SSS,,"Potvrďte prepísanie súboru %s v adresári %s\nVeľkost súboru je %s"
SENDING_SSS,,"Posielam %s..."
RECEIVING_SSS,,"Prijímam %s..."
SEND_MODEL,,"Poslať model"
RECEIVE_MODEL,,"Prijať model"
ARE_YOU_USING_A_FRSKY_SELF_STAB_RECEIVER,,"Používate stabilizačný prijímač od FrSky?"
EMERGENCY,,"Varovanie"
GAIN_ADJUST,,"Úprava zisku"
UNIT_MILLILITER_PER_PULSE,,"ml/p"
UNIT_RPM,,"r/m"
ASSIGN_INPUT_HINT,,"Priraďte prosím vstupné zdroje pre nasledujúce funkcie"
CONFIRMATION,,"Potvrdenie"
ENABLE_XXX,,"Zapnúť %s?"
DISABLE_XXX,,"Vypnúť %s?"
CONFIRMATION_BEFORE_ACTIVE,,"Potvrdenie pred aktiváciou"
CONFIRMATION_BEFORE_INACTIVE,,"Potvrdenie pred deaktiváciou"
REMOTE_NFC,,"NFC"
SWITCH_CHANNEL,,"Prepnúť kanál"
WIRELESS,,"Bezdrátový"
TIMEOUT,,"Časový limit"
NO_ENABLED_MODULE,,"Povoľte modul ktorý chcete spárovať s NFC"
GET_MODULE_UUID_FAILED,,"Nepodarilo sa získať UUID modulu.Skontrolujte prosím stav modulu!"
BIND_NFC_FAILED,,"Nepodarilo sa spojiť NFC s modulom!"
PROTOCOL_NOT_SUPPORTED,,"Aktuálny protokol modulu nie je podporovaný!"
CONFIRM_DELETE_TRIM,,"Potvrďte zamazanie trimu"
LEFT_STICK,,"Ľavá páka"
RIGHT_STICK,,"Pravá páka"
ALL_MOTORS,,"Všetky motory"
SELECT,,"Vybrať"
SINGLE_MOTOR,,"Jeden motor"
STICK_MOTORS,,"Zlúčiť motory"
CONFIRM_DELETE_ACTION,,"Potvrdťe zmazanie akcie"
CONFIRM_DELETE_SCREEN,,"Potvrďte zmazanie obrazovky"
CONFIRM_DELETE_SENSOR,,"Potvrďte zmazanie senzora"
FILE_ALREADY_EXISTS,,"Súbor s rovnakým názvom už existuje"
MODEL_RUNTIME,,"Doba prevádzky modelu"
RADIO_RUNTIME,,"Doba prevádzky rádia"
WAITING_FOR_SIGNAL,,"Čakám na signál..."
CONFIRM_RESET_RUNTIME,,"Runtime bude resetovaný.Chcete pokračovať?"
BANK,,"Banka"
POWER_SWITCH,,"Hlavný vypínač"
CURRENT_AND_VOLTAGE_RATE,,"Prúd a napätie rate"
BEC_VOLTAGE_RATE,,"BEC napätia rate"
SBEC_VOLTAGE,,"SBEC napätie"
BATTERY_MODE,,"Mód batérie"
SWITCH_VOLTAGE,,"Prepnutie napätia"
BALANCE,,"Vyváženie"
BACKUP,,"Záloha"
BALANCE_CHANNELS,,"Výváženie kanálov"
CHOOSE_CHANNELS,,"Voľba kanálov"
BALANCE_CURVE,,"Krivka vyváženia"
CONFIRM_TO_SHARE_RECEIVER,,"Chcete zdieľať tento prijímač?"
CONFIRM_TO_UNBIND_RECEIVER,,"Chcete zrušiť párovanie tohto prijímača?"
CONFIRM_FRSK_NOT_COMPATIBLE,,"Tento FRSK súbor nie je kompatibilný s týmto zariadením.Chcete pokračovať?"
RX_VFR,,"Rx VFR"
