String name, String context, X20(...) / XE(S) / V20, X18RS / X14(...) / T14 / V15, All other radios
FS,,"FS"
OP,,"OP"
TRAINER_MASTER,,"Master"
TRAINER_SLAVE,,"Slave"
LINK_MODE,,"Bağlantı modu"
TRAINEE_CHANNEL,,"Trainee kanalı"
RECEIVER_TYPE,,"Alıcı tipi"
BACK,,"Geri"
INTERNAL,,"Dahili"
EXTERNAL,,"Harici"
RF_PROTOCOL,,"RF protokolü"
EXTERNAL_RF,,"Harici RF"
LOGIC_SWITCH_RANGE,,"Aralık"
PLAY_SEQUENCE,,"Sekansı seslendir"
WAIT_DURATION,,"Bekleme süresi"
WAIT_CONDITION,,"Bekleme koşulu"
CONFIRM_DELETE_LINE,,"Bu satırı silmek istediğinizden emin misiniz?"
ADD_A_NEW_LINE_IN_SEQUENCE,,"Sıraya yeni satır ekle"
PLAY_TEXT,,"Metni seslendir"
GO_TO_SCREEN,,"Ekrana git"
LOCK_TOUCHSCREEN,,"Dokunmatik ekranı kilitle"
BLANK,,"Boş"
CALIBRATE,,"Kalibre et"
CLICK_CALIBRATE_TO_START,,"Başlamak için 'Kalibre Et' tıklayın"
CENTER_STICKS_POTS_SLIDERS_AND_CLICK_NEXT,,"Stick/pot/sliderları merkeze getirip 'İleriye' tıklayın"
MOVE_STICKS_POTS_SLIDERS_AND_CLICK_NEXT,,"Stick/pot/sliderları tam aralığa taşıyın, 'İleriye' tıklayın"
CALIBRATION_COMPLETE_CLICK_CONFIRM_TO_STORE,,"Kalibrasyon tamamlandı, kaydetmek için 'Onaylayı' tıklayın"
BACKLIGHT,,"Arka ışık"
DARK_MODE,,"Karanlık mod"
HIGHLIGHT_COLOR,,"Vurgu rengi"
MODEL_NAME,,"İsim"
NO_AIRBRAKES,,"Hava freni yok"
OK,,"Tamam"
FLAP,,"Flap"
AIRBRAKE,,"Airbrake"
FILE,,"Dosya"
FLASH_SPORT,,"Flash S.Port"
PLAY_VALUE,,"Değeri seslendir"
ANALOGS,,"Analoglar"
SWITCHES_POSITIONS,,"Switch pozisyonları"
TRIMS_POSITIONS,,"Trim pozisyonları"
CONST_VALUE,,"Sabit değer"
SLIDER_LEFT,,"Slider sol"
SLIDER_RIGHT,,"Slider sağ"
TRIM_T1_LEFT,,"T1 Left",
TRIM_T1_RIGHT,,"T1 Right",
TRIM_T2_UP,,"T2 Up",
TRIM_T2_DOWN,,"T2 Down",
TRIM_T3_UP,,"T3 Up",
TRIM_T3_DOWN,,"T3 Down",
TRIM_T4_LEFT,,"T4 Left",
TRIM_T4_RIGHT,,"T4 Right",
TRIM_T5_LEFT,,"T5 Left",
TRIM_T5_RIGHT,,"T5 Right",
TRIM_T5_DOWN,,"T5 Down",
TRIM_T5_UP,,"T5 Up",
TRIM_T6_LEFT,,"T6 Left",
TRIM_T6_RIGHT,,"T6 Right",
TRIM_T6_DOWN,,"T6 Down",
TRIM_T6_UP,,"T6 Up",
DIFFERENTIAL,,"Diferansiyel"
SLOW,,"Yavaş"
MULTIPLY,,"Çarp"
WEIGHT_UP,,"Ağırlık artır"
WEIGHT_DOWN,,"Ağırlık azalt"
OUTPUT,,"Çıkış"
CLOSE,,"Kapat"
FLASHING,,"Yanıyor ..."
RESET_DEVICE,,"Cihaz resetleniyor ..."
LOW_BATTERY,,"Radyo bataryası düşük!"
VOLTAGE_CALIBRATION,,"Voltaj kalibrasyonu"
STARTING_MODEL_WIZARD,,"Model sihirbazı başlatılıyor ..."
RADIO_DATA_LOAD,,"Radyo verisi yükleniyor"
DEFAULT_SYSTEM_SETTINGS_RESTORED,,"Depolama hatası, varsayılan sistem ayarları geri yüklendi."
FLIGHT_MODE_SHORT,,"FM"
PREFLIGHT_WARNING,,"Uçuş öncesi uyarılar"
NEW_MODEL,,"Yeni model"
STARTING_CALIBRATION,,"Kalibrasyon başlatılıyor ..."
NO_SD_CARD_WARNING,,"SD kart uyarısı yok"
ADD_CURVE_ERROR,,"Eğri ekleme başarısız!"
STEP,,"Adım"
AILERON,,"Aileron"
ELEVON,,"Elevon"
SPACE_WITH_CHANNEL,," kanal"
QUESTION_SWAP_SSS_AND_SSS_CHANNELS_SETTINGS,,"%s ve %s kanallarının ayarlarını değiştirmek istiyor musunuz?"
INPUT,,"Giriş"
THR_CURVE,,"Gaz eğrisi"
PITCH_CURVE,,"Pitch eğrisi"
THROTTLE_CUT,,"Gaz kesici"
DELAY_UP,,"Yukarı gecikme"
DELAY_MID,,"Orta gecikme"
DELAY_DOWN,,"Aşağı gecikme"
NO_DELAY,,"Gecikme yok"
V_TAIL,,"V-Kuyruk"
DATA_REFUSED,,"Veri reddedildi"
DEVICE_NOT_RESPONDING,,"Cihaz yanıt vermiyor"
NO_OUTPUT,,"Çıkış yok"
WEIGHT_RATES,,"Ağırlık / Oranlar"
OTHERWISE,,"Diğer"
AUTO,,"Otomatik"
TRIM_STEP_FINE,,"Hassas"
TRIM_STEP_COARSE,,"Kaba"
TRIM_STEP_EXPONENTIAL,,"Eksponansiyel"
TRIM_STEP_EXTRA_FINE,,"Ekstra hassas"
TRIM_STEP_MEDIUM,,"Orta"
TRIM_STEP_CUSTOM,,"Özel"
SCREENSHOT,,"Ekran görüntüsü"
POSITIVE,,"Pozitif"
THROTTLE_HOLD,,"Gazı kilitleme"
TRIGGER_VALUE,,"Tetik değeri"
IDLE_OUTPUT_VALUE,,"Boşta çıkış değeri"
LOW_POSITION_TRIM,,"Düşük pozisyon trim"
AND,,"VE"
OR,,"VEYA"
XOR,,"XOR"
SENSORS,,"Sensörler"
RECEIVERS,,"Alıcılar"
SERVOS,,"Servo"
FLIGHT_SAFETY,,"Uçuş güvenliği"
VARIOMETER,,"Variometre"
ALARMS,,"Alarmlar"
SENSOR,,"Sensör"
RX_BATT,,"RxBatt"
RX_CURRENT,,"RxAkım"
ALTITUDE,,"İrtifa"
VSPEED,,"Dikey hız"
SELECT_LANGUAGE,,"Dil seç"
ONCE,,"Bir kez"
FLIGHT_DATA,,"Uçuş verisi"
ALL_TIMERS,,"Tüm zamanlayıcılar"
WHOLE_TELEMETRY,,"Tüm telemetri"
REPEAT,,"Tekrar"
WAV_FILE,,"Wav dosyası"
BUTTERFLY,,"Butterfly"
CAMBER,,"Kamber"
PITCH_TO_RUD,,"Pitch => Rud"
MISSING_BASIC_MIX,,"Temel mix eksik"
MISSING_ENOUGH_CHANNEL,,"Yeterli kanal yok"
NOT_SUIT_FOR_THIS_MODEL,,"Bu mix modelinize uygun değil"
THR_TO_ELE,,"Gaz => Ele"
THR_TO_RUD,,"Gaz => Rud"
TEMPERATURE,,"Sıcaklık"
DATA_RATE,,"Veri hızı"
GPS,,"GPS"
GAS_SUITE,,"Gaz paketi"
FLOW_RESET,,"Akış resetleme"
CDI_OFF_SPEED_LIMIT,,"CDI kapalı hız limiti"
FLOW_PULSE,,"Akış pulse"
AUTO_RESET,,"Otomatik reset"
RESET_RESIDUAL_VOLUME,,"Artık hacmi resetle"
RESET_MAX_FLOW,,"Maks akışı resetle"
RESET_AVERAGE_FLOW,,"Ortalama akışı resetle"
VOLUME_ALARM,,"Hacim alarmı"
MAX_FLOW_ALARM,,"Maks akış alarmı"
OVER_SPEED_ALARM,,"Aşırı hız alarmı"
FLOW_TRIGGER,,"Akış tetikleyici"
FACTORY_SETTING,,"Fabrika ayarı"
OVER_TEMP1_ALARM,,"Aşırı sıcaklık alarmı 1"
OVER_TEMP2_ALARM,,"Aşırı sıcaklık alarmı 2"
TEMPERATURE_UNIT,,"Sıcaklık birimi"
AUTO_SAVE,,"Otomatik kaydet"
GPS_POSITION_DATA_RATE,,"GPS pozisyon veri hızı"
GPS_ALTITUDE_DATA_RATE,,"GPS irtifa veri hızı"
GPS_SPEED_DATA_RATE,,"GPS hız veri hızı"
GPS_COURSE_DATA_RATE,,"GPS rota veri hızı"
GPS_TIME_DATA_RATE,,"GPS saat veri hızı"
RB_30_40,,"RB 30/40"
EW,,"Doğu-Batı"
NS,,"Kuzey-Güney"
DEFAULT_FLIGHT_MODE,,"Varsayılan uçuş modu"
SKIP_ON_STARTUP,,"Başlangıçta atla"
LOW_VALUE_WARNING,,"Düşük değer uyarısı"
CRITICAL_VALUE,,"Kritik değer"
UPGRADE_MODULE,,"Modülü yükselt"
AUTHENTICATION_FAILURE,,"Kimlik doğrulama hatası"
MODULE_NEEDS_UPGRADE,,"Modül yükseltme gerekiyor"
CLEAR,,"Temizle"
MIX_SWITCH_DESCRIPTION,,"Mixin aktif/pasif durumunu değiştirmek için bir switch seçin"
MIX_WEIGHT_DESCRIPTION,,"Gelen kaynağa uygulanan % çarpan, Mixin çıkış değerini belirler. Bu, eğri sonrası hesaplanır"
MIX_CURVE_DESCRIPTION,,"Mix için bir eğri seçin. Bu, param ağırlığı öncesi hesaplanır"
MIX_DIFFERENTIAL_DESCRIPTION,,"Kanallar için diferansiyel hareket miktarını seçin"
MIX_OUTPUT_DESCRIPTION,,"Bu mixten etkilenecek kanalı seçin"
MIX_INPUT_DESCRIPTION,,"Bu mixin kontrol kaynağını seçin"
MIX_OPERATION_DESCRIPTION,,"Mix için fonksiyon türünü seçin: Topla, Çarp veya Değiştir"
MIX_REVERSE_DESCRIPTION,,"Kontrol yönünü ters çevir"
MIX_OFFSET_DESCRIPTION,,"Merkezden sapma miktarını seçin"
MIX_WEIGHTUP_DESCRIPTION,,"Yukarı hareket miktarını seçin"
MIX_WEIGHTDOWN_DESCRIPTION,,"Aşağı hareket miktarını seçin"
MIX_SPEEDUP_DESCRIPTION,,"Hız artırma miktarını seçin"
MIX_SPEEDDOWN_DESCRIPTION,,"Hız azaltma miktarını seçin"
MIX_LOWPOSTRIM_DESCRIPTION,,"Sadece düşük pozisyon trim etkinleştir"
HELI_PITCH,,"Pitch"
HELI_GYRO,,"Gyro"
MISSING_THROTTLE,,"Modelinizde herhangi bir gaz yok"
SIX_POSITIONS_SWITCH,,"6 pozisyonlu switch"
GYRO_X_AXIS,,"Gyro X ekseni"
GYRO_Y_AXIS,,"Gyro Y ekseni"
GYRO_LEFT,,"Gyro Sol"
GYRO_RIGHT,,"Gyro Sağ"
GYRO_UP,,"Gyro Yukarı"
GYRO_DOWN,,"Gyro Aşağı"
AILERON_LETTER,,"A"
RUDDER_LETTER,,"R"
ELEVATOR_LETTER,,"E"
THROTTLE_LETTER,,"T"
NOT,,"DEĞİL"
STICKY,,"Yapışkan"
MIDDLE,,"Orta"
NO_CHECK,,"Kontrol yok"
CUSTOM,,"Özel"
HOLD,,"Tut"
NO_PULSES,,"Darbesiz"
NOT_SET,,"Ayarlanmadı"
NO_ENGINE,,"Motor yok"
NO_FLAPS,,"Flap yok"
NO_RUDDERS,,"Rudder yok"
NO_ELEVATORS,,"Elevatör yok"
NO_AILERONS,,"Aileron yok"
CHANNELS_1,,"Kanal 1"
CHANNELS_2,,"Kanal 2"
CHANNELS_3,,"Kanal 3"
CHANNELS_4,,"Kanal 4"
BEEP,,"Bip"
IN_RANGE,,"Aralıkta"
REPLACE,,"Değiştir"
USE_A_SOURCE,,"Bir kaynak kullan"
CONVERT_TO_VALUE,,"Değere dönüştür"
SPECIAL,,"Özel"
MAXIMUM,,"Maksimum"
MINIMUM,,"Minimum"
MOMENTARY,,"Anlık"
TWO_POS,,"2-POZ"
THREE_POS,,"3-POZ"
GYRO_CALIBRATION_PLACE_LEVEL,,"Radyoyu YATAY yerleştirin ve tamamlandığında aşağıdaki düğmeye tıklayın"
GYRO_CALIBRATION_LEFT,,"Radyoyu SOLA eğin ve tamamlandığında aşağıdaki düğmeye tıklayın"
GYRO_CALIBRATION_RIGHT,,"Radyoyu SAĞA eğin ve tamamlandığında aşağıdaki düğmeye tıklayın"
GYRO_CALIBRATION_NOSE_UP,,"Radyoyu BURUN YUKARI tutun ve tamamlandığında aşağıdaki düğmeye tıklayın"
GYRO_CALIBRATION_NOSE_DOWN,,"Radyoyu BURUN AŞAĞI eğin ve tamamlandığında aşağıdaki düğmeye tıklayın"
DEFAULT,,"Varsayılan"
STRENGTH,,"Güç"
AM,,"ÖÖ"
PM,,"ÖS"
PLAY_VARIO,,"Varioyu seslendir"
RF_ALWAYS_OFF,,"Özel mod, RF her zaman KAPALI olacak."
STAB_FUNC,,"Denge fonksiyonu"
RX_PROTOCOL,,"RX protokolü"
NO_MAP,,"Harita yok"
DIRECTION,,"Yön"
CLOCKWISE,,"Saat yönünde"
ANTICLOCKWISE,,"Saat yönünün tersine"
PWM_PULSE_TYPE,,"PWM pulse tipi"
BASIC_CONFIG,,"Temel yapılandırma"
RX1_MAP,,"RX1 haritası"
RX2_MAP,,"RX2 haritası"
RX3_MAP,,"RX3 haritası"
ALL_FREQUENCY,,"Tüm frekans"
STICKS_NAME,,"Stick adı"
CHANNELS_COUNT,,"Kanal sayısı"
OUTPUTS_COUNT,,"Outputs count"
EXT,,"Dış"
INT,,"İç"
PLACE_RECEIVER_LEVEL,,"Alıcınızı yatay yerleştirin,\nüst taraf yukarı."
PLACE_RECEIVER_LEVEL_REVERSE,,"Alıcınızı yatay yerleştirin,\nüst taraf aşağı."
PLACE_RECEIVER_LEFT,,"Alıcınızı dikey yerleştirin,\npinler yukarı."
PLACE_RECEIVER_RIGHT,,"Alıcınızı dikey yerleştirin,\npinler aşağı."
PLACE_RECEIVER_FORWARD,,"Alıcınızın yazısı okunabilir olacak şekilde yerleştirin,\npinler sağda."
PLACE_RECEIVER_BACKWARD,,"Alıcınızın yazısı okunamaz şekilde yerleştirin,\npinler solda."
ADD_A_NEW_WEIGHT,,"+ Yeni ağırlık ekle"
ADD_A_NEW_CURVE,,"+ Yeni eğri ekle"
AUDIO,,"Ses"
VOICE,,"Ses"
VAR,,"Var"
VOLUME,,"Hacim"
SAVE_TO_FLASH,,"Flasha kaydet"
SAVE_TO_FLASH_MESSAGE,,"Tüm ayarlar başarıyla flash belleğe kaydedildi!"
TIMER_GENERATOR,,"Zamanlayıcı oluşturucu"
EDIT_SSS,,"%s düzenle"
RESET_SSS,,"%s resetle"
OPTIONS_3DOTS,,"Seçenekler ..."
QUESTION_COPY_CHANNEL_NAME,,"Kanalın bir adı yok.\nMix adını kanala kopyalamak ister misiniz?"
FLY_BAR_LESS,,"Flybarless"
WING_RUD_ELE_AIL,,"Kanat Rud+Ele+Ail"
WING_FLYING,,"Kanat Delta Ail"
WING_VTAIL_AIL,,"Kanat VTail Ail"
LEVEL,,"Düzey"
LEVEL_REVERSED,,"Düzey ters"
UPRIGHT,,"Dik"
UPRIGHT_REVERSED,,"Dik ters"
WING_TYPE,,"Kanat türü"
MOUNTING_TYPE,,"Montaj türü"
SXR_ENABLE,,"SXR etkin"
AIL_INVERTED,,"Ail ters"
AIL2_INVERTED,,"Ail2 ters"
ELE_INVERTED,,"Ele ters"
ELE2_INVERTED,,"Ele2 ters"
RUD_INVERTED,,"Rud ters"
AUX1_ENABLE,,"AUX1 etkin"
AUX2_ENABLE,,"AUX2 etkin"
QUICK_MODE,,"Hızlı mod"
SELF_CHECK,,"Otomatik kontrol"
STAB_GAIN_OF_AIL,,"Ail stabilizasyon gain"
STAB_GAIN_OF_ELE,,"Ele stabilizasyon gain"
STAB_GAIN_OF_RUD,,"Rud stabilizasyon gain"
AUTO_LEVEL_GAIN_OF_AIL,,"Ail otomatik yataylama gain"
AUTO_LEVEL_GAIN_OF_ELE,,"Ele otomatik yataylama gain"
HOVER_GAIN_OF_ELE,,"Ele hover gain"
HOVER_GAIN_OF_RUD,,"Rud hover gain"
KNIFE_EDGE_GAIN_OF_AIL,,"Ail knife edge gain"
KNIFE_EDGE_GAIN_OF_RUD,,"Rud knife edge gain"
AUTO_LEVEL_OFFSET_OF_AIL,,"Ail otomatik yataylama sapma açısı"
AUTO_LEVEL_OFFSET_OF_ELE,,"Ele otomatik yataylama sapma açısı"
HOVER_OFFSET_ANGLE_OF_ELE,,"Ele hover sapma açısı"
HOVER_OFFSET_ANGLE_OF_RUD,,"Rud hover sapma açısı"
KNIFE_EDGE_OFFSET_OF_AIL,,"Ail knife edge sapma açısı"
KNIFE_EDGE_OFFSET_OF_RUD,,"Rud knife edge sapma açısı"
OUTPUT_VOLTAGE,,"Çıkış voltajı"
LIPO_VOLTAGE,,"Lipo voltajı"
RB_10_20,,"RB 10/20"
ALTITUDE_DATA_RATE,,"İrtifa veri hızı"
VARIO_DATA_RATE,,"Vario veri hızı"
CURRENT_DATA_RATE,,"Akım veri hızı"
VOLTAGE_DATA_RATE,,"Voltaj veri hızı"
RPM,,"RPM"
POLES_COUNT,,"Pole sayısı"
NEED_FIRMWARE_UPDATE,,"Firmware güncellemesi gerekli"
SYSTEM_VALUE,,"Sistem değeri"
GPS_CLOCK,,"GPS saati"
RACING_MODE_ACTIVE,,"Yarış modu aktif."
RACING_MODE_IS_UNSUPPORTED,,"Yarış modu desteklenmiyor."
POTS_SLIDERS,,"Pot / Slider"
STICKS_POTS_SLIDERS,,"Stick / Pot / Slider"
WRITE_INTERVAL,,"Yazma aralığı"
TX_BATT,,"TxBat"
AVERAGE,,"Ortalama"
TOTALIZE,,"Toplam"
CELL,,"Hücre"
CONSUMPTION,,"Tüketim"
DISTANCE,,"Mesafe"
FALLING_EDGE_OF_SSS_BETWEEN_SSS_AND_SSS,,"↑↓%s darbesi %s ve %s arasında"
RISING_EDGE_OF_SSS_DURING_SSS,,"%s ↑Edge sonrası %s"
FALLING_EDGE_OF_SSS_DURING_SSS,,"↓Edge %s sırasında %s"
FALLING_EDGE_OF_SSS,,"↓Edge %s"
RISING_EDGE_OF_SSS,,"↑Edge %s"
STALL,,"Stall"
EDITABLE_SRV_DDD_CURR,,"SRV%d akım"
EDITABLE_SRV_DDD_VOLT,,"SRV%d volt"
EDITABLE_SRV_DDD_TEMP,,"SRV%d sıcaklık"
CONDITION,,"Koşul"
TIMER_LOGS,,"Zamanlayıcı günlükleri"
SAVE_TO_SD,,"SD'ye kaydet"
CLEAR_LOGS,,"Logları temizle"
TITLE,,"Başlık"
LOWEST,,"En düşük"
COUNT,,"Sayım"
HIGHEST,,"En yüksek"
BLADES,,"Pal"
MAINGEAR_TEETH,,"Ana çark dişi"
PINION_TEETH,,"Pinyon dişi"
GEAR,,"Dişli"
PROPELLER,,"Pervane"
FLIGHT_VALUE,,"Uçuş değeri"
CURRENT_FLIGHT_MODE,,"Mevcut FM"
NO_DESTINATION,,"Hedef yok"
ENT_LONG,,"ENT Uzun"
RX_STILL_ON_TURN_OFF_TRANSMITTER,,"Rx hala açık, vericiyi kapatmak ister misiniz?"
CONFIRM_RESET_SENSOR,,"Bu sensörün değeri resetlenecek.\nDevam etmek istediğinizden emin misiniz?"
GPS_MAP,,"GPS Haritası"
MAP,,"Harita"
SYSTEM_EVENT,,"Sistem olayı"
RSSI_LOW,,"Rssi düşük"
TRAINER_ACTIVE,,"Eğitmen aktif"
MULTIPLIER,,"Çarpan"
VERTICAL,,"Dikey"
HORIZONTAL,,"Yatay"
TOTAL,,"Toplam"
CELLS,,"Hücreler"
MULTI_LIPO,,"Çoklu LiPo"
LIPO,,"LiPo"
LINE_CHART,,"Çizgi grafik"
LOG_PERIOD,,"Log periyodu"
RESUME,,"Devam et"
PAUSE,,"Duraklat"
AUTO_RANGE,,"Otomatik aralık"
LOCK,,"Kilitle"
Xx2POS,,"{HARDWARE_FUNCTION_SWITCHES} x 2-Pos"
XPOS_WITH_OFF,,"{HARDWARE_FUNCTION_SWITCHES}-Pos kapalı ile"
XPOS,,"{HARDWARE_FUNCTION_SWITCHES}-Pos"
2xXPOS,,"2 x {HARDWARE_FUNCTION_SWITCHES_PER_SIDE}-Pos"
GLOBAL,,"Genel"
_2DOTS,,": "
SUMMARY,,"Özet"
CONFIRM_STOP_USING_CURVE,,"Bu eğriyi kullanmayı bırakmak istediğinizden emin misiniz?"
CONFIRM_STOP_USING_RATE,,"Bu oranı kullanmayı bırakmak istediğinizden emin misiniz?"
PATTERN,,"Desen"
LAST_POSITION,,"Son pozisyon"
SLEEP_BRIGHTNESS,,"Uyku modu parlaklığı"
TOP_LCD_SLEEP,,"Üst LCD uyku"
VIEW_PER_CHANNEL,,"Kanala göre görüntüle"
VIEW_TABLE,,"Tablo görünümü"
GENERAL,,"Genel"
RX_STILL_ON_TURN_OFF_RF,,"Alıcı hala bağlı.\nDevam etmek istediğinizden emin misiniz?"
LOAD_ALL_FUNCTION_SWITCH_POSITIONS,,"Tüm fonksiyon switch pozisyonlarını yükle","Tüm FS pozisyonlarını yükle"
CONFIRM_LOAD_ALL_FUNCTION_SWITCH_POSITIONS,,"Bu işlem tüm FS pozisyonlarını mevcut olanlarla değiştirecek. Devam etmek istediğinizden emin misiniz?"
STORAGE_LOCATION,,"Depolama konumu"
RADIO,,"Radyo"
MODELS,,"Modeller"
USER_BITMAPS,,"Kullanıcı fotoğrafları"
SCRIPTS,,"Scriptler"
LOGS,,"Loglar"
SCREENSHOTS,,"Ekran görüntüleri"
PRESSURE,,"Basınç"
COLOR,,"Renk"
CONFIRM_CLEAR_CHANNEL_DDD_NAME,,"Kanal %d herhangi bir mixte kullanılmıyor.\nAdını temizlemek ister misiniz?"
CONFIRM_CLEAR_CHANNELS_SSS_NAME,,"Kanal(lar) %s herhangi bir mixte kullanılmıyor. Adlarını temizlemek ister misiniz?"
CHANNEL_SBUS_VALUE_LIMIT_WARNING,,"Yeni kanal değeri SBUS/redundans ile uyumsuz. Devam etmek istediğinizden emin misiniz?"
VOLTAGE,,"Voltaj"
SAVE_TO_FILE,,"Dosyaya kaydet"
FLASH_VIDEO_COMPONENT,,"Video bileşenini flaşla"
RX_BAT_VOLTAGE,,"RX batarya voltajı"
RX_BAT_2_VOLTAGE,,"RX batarya 2 voltajı"
EXT_ADC_VOLTAGE,,"Harici ADC voltajı"
BOARD_CURRENT,,"Kart akımı"
POWER_ON_RESET,,"Güç açma resetleme"
PIN_RESET,,"Pin resetleme"
WAKE_UP_RESET,,"Wake Up resetleme",
WATCHDOG_RESET,,"Watchdog resetleme"
LOCKUP_RESET,,"Lockup resetleme"
BROWN_DOWN_DET_RESET,,"Brown down tespit resetleme"
RX_RESET_CASE,,"RX reset durumu"
OPERATION_ASSIGN,,"Ata(=)"
OPERATION_ADD,,"Topla(+)"
OPERATION_SUBTRACT,,"Çıkar(-)"
OPERATION_MULTIPLY,,"Çarp(*)"
OPERATION_DIVIDE,,"Böl(/)"
SQRT,,"Karekök"
REPURPOSE,,"Yeniden kullanım"
SENSOR_CONFLICT_WARNING,,"Sensör çakışması uyarısı"
NIGHTLY_BUILD_NOT_FOR_FLYING,,"Gece derlemesi, uçuş için değil!"
READING_FILE,,"Dosya okunuyor ..."
NOT_ENOUGH_MEMORY,,"Yeterli bellek yok"
CLEAN_LOGS,,"Logları temizle"
CONFIRM_CLEAN_LOGS,,"Bu işlem dizindeki tüm .csv dosyalarını silecektir. Devam etmek istediğinizden emin misiniz?"
CLEANING_LOGS,,"Loglar temizleniyor ..."
PAUSE_CONDITION,,"Duraklatma koşulu"
RESET_SETTINGS,,"Ayarları resetle"
SWAP_CHANNELS,,"Kanalları değiştir"
CONFIRM_RESET_SETTINGS,,"Ayarlar varsayılan değerlere resetlenecek.\nDevam etmek istediğinizden emin misiniz?"
CONFIRM_SWITCH_EXTERNAL_MODULE,,"Dış modül artık kullanılıyor. Durdurulacak.\nDevam etmek istediğinizden emin misiniz?"
CONFIRM_SWITCH_TRAINER,,"Eğitmen artık dış modülü kullanıyor. Durdurulacak.\nDevam etmek istediğinizden emin misiniz?"
COMPETITION_OPTION,,"Yarış (sadece RSSI ve Batarya)","Yarış (RSSI / Batarya)"
CONFIRM_BLUETOOTH_USED_BY_SSS,,"Bluetooth artık %s tarafından kullanılıyor. Durdurulacak.\nDevam etmek istediğinizden emin misiniz?"
BOTH_MODULES,,"Her iki modül"
SPORT_CONNECTOR,,"S.Port konektörü"
CONFIRM_SPORT_USED_BY_SSS,,"S.Port konektörü artık %s tarafından kullanılıyor. Devam etmek istediğinizden emin misiniz?"
TRAINER_CABLE,,"Eğitmen kablosu"
BLUETOOTH,,"Bluetooth"
SBUS_EXTERNAL_MODULE,,"SBUS dış modül"
CPPM_EXTERNAL_MODULE,,"CPPM dış modül"
LUA_TASKS,,"Lua görevleri"
LUA_SOURCES,,"Lua kaynakları"
MISSING_SCRIPT_FILE,,"Eksik script dosyası"
BITMAP,,"Bitmap"
BITMAP_TYPE,,"Bitmap türü"
BITMAP_FILE,,"Bitmap dosyası"
FILE_PATH,,"Dosya yolu"
TEXT,,"Metin"
DOCUMENTS,,"Belgeler"
USB_MODE_PRESELECTION,,"USB mod seçimi"
USB_MODE,,"USB modu"
JOYSTICK,,"Joystick"
SERIAL,,"Seri"
SELECT_MODEL_AT_POWER_ON,,"Açılışta modeli seç"
LOAD_MODEL,,"Model yükle"
TELEMETRY_ACTIVE,,"Telemetri aktif"
FLIGHT_RESET,,"Uçuş resetleme"
THROTTLE_ACTIVE,,"Gaz aktif"
SEND_FILE,,"Dosya gönder"
FILE_TRANSFER,,"Dosya aktarımı"
RECEIVE_FILE,,"Receive file",
WAITING_FOR_CONNECTION,,"Bağlantı bekleniyor"
CONNECTION_REFUSED,,"Bağlantı reddedildi"
WAITING_FOR_RECEIVER_CONFIRMATION,,"Alıcı onayı bekleniyor ..."
FILE_TRANSFER_FAILED,,"Dosya aktarımı başarısız"
CONFIRM_RECEIVE_FILE_SSS_IN_FOLDER_SSS_SIZE_IS_SSS,,"%s dosyasını %s klasörüne alacaksınız\nDosya boyutu %s"
CONFIRM_OVERWRITE_FILE_SSS_IN_FOLDER_SSS_SIZE_IS_SSS,,"%s dosyasını %s klasöründe değiştireceksiniz\nDosya boyutu %s"
SENDING_SSS,,"%s gönderiliyor ..."
RECEIVING_SSS,,"%s alınıyor ..."
COUNTING_SOURCE,,"Orantılı zaman kaynağı","% zaman kaynağı"
SEND_MODEL,,"Model gönder"
RECEIVE_MODEL,,"Model al"
ARE_YOU_USING_A_FRSKY_SELF_STAB_RECEIVER,,"FrSky self-stab alıcı kullanıyormusunuz?"
EMERGENCY,,"Acil"
GAIN_ADJUST,,"Gain ayarı"
UNIT_KNOT,,"knot"
UNIT_MILLILITER_PER_PULSE,,"ml/p"
UNIT_RPM,,"d/d"
ASSIGN_INPUT_HINT,,"Lütfen aşağıdaki fonksiyonlar için giriş kaynaklarını atayın"
CONFIRMATION,,"Onay"
ENABLE_XXX,,"%s etkinleştir?"
DISABLE_XXX,,"%s devre dışı bırak?"
CONFIRMATION_BEFORE_ACTIVE,,"Aktif olmadan önce onay"
CONFIRMATION_BEFORE_INACTIVE,,"Pasif olmadan önce onay"
REMOTE_NFC,,"Remote NFC"
SWITCH_CHANNEL,,"Kanal değiştir"
WIRELESS,,"Kablosuz"
TIMEOUT,,"Zaman aşımı"
NO_ENABLED_MODULE,,"Bağlamak istediğiniz modülü etkinleştirin"
GET_MODULE_UUID_FAILED,,"Modül UUID alınamadı.\nModül durumunu kontrol edin!"
BIND_NFC_FAILED,,"NFC ile modül bağlanamadı!"
PROTOCOL_NOT_SUPPORTED,,"Mevcut modül protokolü desteklenmiyor!"
CONFIRM_DELETE_TRIM,,"Bu ekstra trimi silmek istediğinizden emin misiniz?"
LEFT_STICK,,"Sol stick"
RIGHT_STICK,,"Sağ stick"
ALL_MOTORS,,"Tüm motorlar"
SELECT,,"Seç"
SINGLE_MOTOR,,"Tek motor"
STICK_MOTORS,,"Stick motorları"
CONFIRM_DELETE_ACTION,,"Bu aksiyonu kaldırmak istediğinizden emin misiniz?"
CONFIRM_DELETE_SCREEN,,"Bu ekranı kaldırmak istediğinizden emin misiniz?"
CONFIRM_DELETE_SENSOR,,"Bu sensörü kaldırmak istediğinizden emin misiniz?"
FILE_ALREADY_EXISTS,,"Aynı ada sahip bir dosya zaten var"
