NO_TIMER_HINT,,"タイマーはまだ設定されません.\n追加ボタンを押してください.",,
ANTENNA,,"アンテナ",,
POWER_HAS_BEEN_CHANGED_PLEASE_REBIND,,"電源入力が変更されました.\n再ペアリングしてください.",,
NO_RESPONSE_FROM_MODULE,,"モジュールからの応答がありません!",,
POWER,,"パワー",,
BAUDRATE,,"ボーレート",,
ARMING_CONDITION,,"Arming condition"
WAITING_FOR_MODULE,,"モジュール応答待機中...",,
TX_SETTINGS,,"送信機設定",,
MIXES,,"ミックス",,
CHANNELS,,"チャンネル",,
FLIGHT_MODE,,"フライトモード",,
DRIVE_MODE,,"ドライブモード",,
D,,"D",,
CONFIRM_DELETE_MIX,,"このミックスを削除しますか?",,
CONFIRM_DELETE_SSS,,"この%sを削除しますか?",,
NONE,,"なし",,
NO_MIX_HINT,,"ミックスはまだ設定されません.\n追加ボタンを押してください.",,
TYPE,,"タイプ",,
SHARE,,"シェア",,
RX,,"受信機",,
RACING_MODE,,"レーシングモード",,
RANGE_CHECK,,"レンジチェック","Range",
EXTERNAL_MODULE,,"外部モジュール",,
BIND_OK,,"ペアリング完了",,
BINDING_3DOTS,,"ペアリング中",,
BIND,,"ペアリング",,
FAILSAFE,,"フェールセーフ",,
INTERNAL_MODULE,,"内部モジュール",,
SET_FAILSAFE,,"フェールセーフ設定",,
RESET_BIND,,"ペアリング初期化",,
FACTORY_RESET,,"工場出荷初期化",,
RF_SYSTEM,,"RF システム",,
LINKS,,"Links"
OWNER_REGISTRATION_ID,,"オーナー登録 ID",,
SELECT_DEVICE,,"デバイスを選択",,
REGISTER,,"登録",,
VALID_FRAME_RATE,,"VFR",,
STATE,,"状態",,
PROTOCOL,,"プロトコル",,
ARE_YOU_SURE_TO_RESET_THIS_RECEIVER,,"この受信機をリセットしますか?",,
SET,,"設定",,
EXPO,,"指数",,
UNIT_POINTS_COUNT,,"点数",,
WEIGHT,,"ウエイト",,
POINTS,,"点数",,
OFFSET,,"オフセット",,
AUTO_OFFSET,,"自動オフセット",,
OFFSET_WHEN_ACTIVE,,"作動時オフセット",,
OFFSET_WHEN_INACTIVE,,"非作動時オフセット",,
SMOOTH,,"スムーズ",,
POINT,,"点",,
POINTS_COUNT,,"点数計算",,
EASY_MODE,,"簡易モード",,
LOGIC_SWITCHES,,"論理スイッチ",,
ARE_YOU_SURE_YOU_WANT_TO_DELETE_THIS_LOGIC_SWITCH,,"この論理スイッチを削除しますか?",,
NO_LOGIC_SWITCH_HINT,,"論理スイッチはまだ設定されません.\n追加ボタンを押してください.",,
START_CONDITION,,"開始条件",,
STOP_CONDITION,,"停止条件",,
TIMER_EDIT,,"タイマーを編集",,
PERSISTENT,,"永続",,
START_VALUE,,"起動値","Start",
AUDIO_ACTIONS,,"オーディオ操作",,
AUDIO_ACTION,,"オーディオ操作",,
ADD_A_NEW_AUDIO_ACTION,,"新しいオーディオ操作を追加",,
ALARM_VALUE,,"警報設定値","Alarm",
HAPTIC,,"振動フィードバック",,
COUNT_SECONDS,,"秒カウント",,
START,,"開始",,
PLAY_FILE,,"ファイル再生",,
SPACE_WITH_OTHERS,,"その他...",,
CONFIRM_DELETE_CURVE,,"この曲線を削除しますか?",,
CURVE_USED_BY,,"この曲線は下記で使用中：",,
AND_WITH_TWO_SPACES,,"and",,
CURVES,,"曲線",,
