path,text to play,options,description
system/0.wav,0,,
system/jeden.wav,jeden,,
system/jedna.wav,jedna,,
system/jedno.wav,jedno,,
system/dva.wav,dva,,
system/dve.wav,dvě,,
system/minute0.wav,minuta,,
system/minute1.wav,minuty,,
system/minute2.wav,minut,,
system/minute3.wav,minut,,
system/hour0.wav,hodina,,
system/hour1.wav,hodiny,,
system/hour2.wav,hodin,,
system/hour3.wav,hodiny,,
system/db0.wav,decibel,,
system/db1.wav,decibely,,
system/db2.wav,decibelů,,
system/db3.wav,decibelu,,
system/dbm.wav,dbm,,
system/hz.wav,hertz,,
system/mhz.wav,Mega Hertz,,
system/g0.wav,gé,,
system/g1.wav,gé,,
system/g2.wav,gé,,
system/g3.wav,gé,,
system/degree0.wav,stupeň,,
system/degree1.wav,stupně,,
system/degree2.wav,stupňů,,
system/degree3.wav,stupně,,
system/rad.wav,rad,,
system/ml0.wav,millilitr,,
system/ml1.wav,mililitry,,
system/ml2.wav,mililitrů,,
system/ml3.wav,mililitru,,
system/mlpm0.wav,millilitr za minutu,,
system/mlpm1.wav,millilitry za minutu,,
system/mlpm2.wav,millilitrů za minutu,,
system/mlpm3.wav,millilitru za minutu,,
system/mlpp0.wav,millilitr za pulz,,
system/mlpp1.wav,millilitry za pulz,,
system/mlpp2.wav,millilitrů za pulz,,
system/mlpp3.wav,millilitru za pulz,,
system/rpm0.wav,otáčka za minutu,,
system/rpm1.wav,otáčky za minutu,,
system/rpm2.wav,otáček za minutu,,
system/rpm3.wav,otáčky za minutu,,
system/pa0.wav, paskal,,
system/pa1.wav, paskaly,,
system/pa2.wav, paskalů,,
system/pa3.wav, paskalu,,
system/kpa0.wav, kilo paskal,,
system/kpa1.wav, kilo paskaly,,
system/kpa2.wav, kilo paskalů,,
system/kpa3.wav, kilo paskalu,,
system/mpa0.wav, mega paskal,,
system/mpa1.wav, mega paskaly,,
system/mpa2.wav, mega paskalů,,
system/mpa3.wav, mega paskalu,,
system/bar0.wav, bar,,
system/bar1.wav, bary,,
system/bar2.wav, barů,,
system/bar3.wav, baru,,
system/psi0.wav, libra na čtvereční palec,,
system/psi1.wav, libry na ctvereční palec,,
system/psi2.wav, liber na čtvereční palec,,
system/psi3.wav, liber na čtvereční palec,,
system/minus.wav,mínus,,
system/and.wav,a,speed=1.79,
system/tisic.wav,tisíc,,
system/tisice.wav,tisíce,,
system/cela.wav,celá,,
system/cele.wav,celé,,
system/celych.wav,celých,,
system/hello.wav,Vítá Vás Ethos,,
system/down.wav,dole,,
system/middle.wav,uprostřed,,
system/up.wav,nahoře,,
system/trim-center.wav,centr trim,,
system/trim-max.wav,dosaženo max,,
system/trim-min.wav,dosaženo min,,
